name                                                                                                                                                                                                                                                                               , parse, generate, compile, error
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `value` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `default` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `type` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] `eOpposite` attributes are currently not supported, ignoring,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] `eOpposite` attributes are currently not supported, ignoring,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `classInstanceCreation` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] `eOpposite` attributes are currently not supported, ignoring,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `array` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `index` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `initializer` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `type` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `array` sets `ordered` while `upperBound=1`; this has no eff,,,,
"                                                                                                                                                                                                                                                                                                               [output truncated after 4000 chars]""",,,,
modelset/raw-data/repo-ecore-all/data/atlanmod/UML2NoSQL/fr.inria.atlanmod.uml2nosql.graphdb.metamodel/model/graphdb.ecore                                                                                                                            , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/atlanmod/arduinomodeling/language/org.gemoc.arduino.sequential.model/model/arduino.ecore                                                                                                                        , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/atlanmod/atl/plugins/org.eclipse.m2m.atl.common/model/ATL.ecore                                                                                                                                                 , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/atlanmod/atl/plugins/org.eclipse.m2m.atl.common/model/ATL.ecore: unexpected content at package level"
                                                                                                                                                                                                                                                                                                               line 2, column 1,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
"                                                                                                                                                                                                                                                                                                               | `<xmi:XMI xmi:version=""""2.0"""" xmlns:xmi=""""http://www.omg.org/XMI"""" xmlns:xsi=""""http://www.w3.org/2001/XMLSchema-instance""""`",,,,
"                                                                                                                                                                                                                                                                                                               | `    xmlns:ecore=""""http://www.eclipse.org/emf/2002/Ecore"""">`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/atlanmod/atl/plugins/org.eclipse.m2m.atl.dsls/resources/ACG/Metamodel/ACG.ecore                                                                                                                                 , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/atlanmod/atl/plugins/org.eclipse.m2m.atl.dsls/resources/ACG/Metamodel/ACG.ecore: unexpected content at package level"
                                                                                                                                                                                                                                                                                                               line 2, column 1,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
"                                                                                                                                                                                                                                                                                                               | `<xmi:XMI xmi:version=""""2.0"""" xmlns:xmi=""""http://www.omg.org/XMI"""" xmlns:xsi=""""http://www.w3.org/2001/XMLSchema-instance"""" xmlns:ecore=""""http://www.eclipse.org/emf/2002/Ecore"""">`",,,,
"                                                                                                                                                                                                                                                                                                               | `  <ecore:EPackage name=""""ACG"""" nsURI=""""http://www.eclipse.org/m2m/atl/2007/ACG"""" nsPrefix=""""acg"""">`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/atlanmod/atl/tests/org.eclipse.m2m.atl.emftvm.tests/test-data/EcoreCopy/My-out.ecore                                                                                                                            , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/atlanmod/atl/tests/org.eclipse.m2m.atl.tests/data/inputs/UML2Relational/relational.ecore                                                                                                                        , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/atlanmod/csy-traceability/b-metamodel/metamodels/B.ecore                                                                                                                                                        , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/atlanmod/csy-traceability/b-metamodel/metamodels/B.ecore: unsupported `eType` path `ecore:EClass http://www.eclipse.org/emf/2002/Ecore#//EObject`"
                                                                                                                                                                                                                                                                                                               failed to parse structural features,,,,
                                                                                                                                                                                                                                                                                                               failed to parse class `Seq`,,,,
                                                                                                                                                                                                                                                                                                               line 216, column 98,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
                                                                                                                                                                                                                                                                                                               | ``,,,,
                                                                                                                                                                                                                                                                                                               | `  </eClassifiers>`,,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/atlanmod/csy-traceability/jtl.log2b-extended/metamodels/B.ecore                                                                                                                                                 , true , false   , false  ," ""generate: timeout after 120s: /arachne/target/debug/arachne generate modelset/raw-data/repo-ecore-all/data/atlanmod/csy-traceability/jtl.log2b-extended/metamodels/B.ecore -o /var/folders/24/3kt9vzrj6qzd_r760kn9ybsm0000gn/T/arachne-modelset-_xj1ix3e/generated-00350 -p modelset-00350-1b690721"
                                                                                                                                                                                                                                                                                                               [INFO  arachne] Starting code generation,,,,
                                                                                                                                                                                                                                                                                                               [INFO  arachne_codegen] Validating configuration,,,,
"                                                                                                                                                                                                                                                                                                               [INFO  arachne_codegen] Parsing ecore metamodel: """"modelset/raw-data/repo-ecore-all/data/atlanmod/csy-traceability/jtl.log2b-extended/metamodels/B.ecore""""",,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `1` to `INT`,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `2` to `NAT`,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `3` to `NAT1`,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `4` to `STRING`,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `1` to `&lt;=`,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `2` to `>`,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `3` to `>=`,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `1` to `FALSE`,,,,
"                                                                                                                                                                                                                                                                                                               [INFO  arachne_codegen] Generating Rust tokens""",,,,
modelset/raw-data/repo-ecore-all/data/atlanmod/emfviews/examples/emfviews-tutorial/metamodels/Book.ecore                                                                                                                                              , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/atlanmod/emfviews/examples/traceability-demo/metamodels/trace.ecore                                                                                                                                             , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/atlanmod/emfviews/examples/traceability-demo/metamodels/trace.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EDate`"
                                                                                                                                                                                                                                                                                                               failed to parse structural features,,,,
                                                                                                                                                                                                                                                                                                               failed to parse class `Log`,,,,
                                                                                                                                                                                                                                                                                                               line 11, column 142,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
                                                                                                                                                                                                                                                                                                               | ``,,,,
"                                                                                                                                                                                                                                                                                                               | `    <eStructuralFeatures xsi:type=""""ecore:EAttribute"""" name=""""level"""" eType=""""#//LogLevel""""`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/atlanmod/emfviews/tests/org.atlanmod.emfviews.tests/resources/metamodels/minimalB.ecore                                                                                                                         , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/atlanmod/emfviews/tests/org.atlanmod.emfviews.tests/resources/metamodels/minimalref.ecore                                                                                                                       , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/atlanmod/emfviewsSQL/examples/EMFViewsSQLTest/metamodels/contentfwk.ecore                                                                                                                                       , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/atlanmod/emfviewsSQL/examples/EMFViewsSQLTest/metamodels/contentfwk.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EDate`"
                                                                                                                                                                                                                                                                                                               failed to parse structural features,,,,
                                                                                                                                                                                                                                                                                                               failed to parse class `PhysicalApplicationComponent`,,,,
                                                                                                                                                                                                                                                                                                               line 571, column 148,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
                                                                                                                                                                                                                                                                                                               | ``,,,,
"                                                                                                                                                                                                                                                                                                               | `    <eStructuralFeatures xsi:type=""""ecore:EAttribute"""" name=""""dateOfLastRelease"""" eType=""""ecore:EDataType http://www.eclipse.org/emf/2002/Ecore#//EDate""""/>`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/atlanmod/emfviewsSQL/examples/myFirstViewTutorial/metamodels/Book.ecore                                                                                                                                         , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/atlanmod/energy-estimation-language/Engine/fr.tblf.energy.estimation.metamodel/model/eel.ecore                                                                                                                  , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/atlanmod/energy-estimation-language/Engine/fr.tblf.energy.estimation.metamodel/model/eel.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EBigDecimal`"
                                                                                                                                                                                                                                                                                                               failed to parse structural features,,,,
                                                                                                                                                                                                                                                                                                               failed to parse class `Variable`,,,,
                                                                                                                                                                                                                                                                                                               line 20, column 144,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
                                                                                                                                                                                                                                                                                                               | ``,,,,
"                                                                                                                                                                                                                                                                                                               | `    <eStructuralFeatures xsi:type=""""ecore:EAttribute"""" name=""""name"""" lowerBound=""""1"""" eType=""""ecore:EDataType http://www.eclipse.org/emf/2002/Ecore#//EString""""/>`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/atlanmod/energy-estimation-language/Engine/fr.tblf.energy.estimation.metamodel/model/model.ecore                                                                                                                , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/atlanmod/energy-estimation-language/Language_Workbench/org.gemoc.arduino.sequential.model/model/arduino.ecore                                                                                                   , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/atlanmod/energy-estimation-language/Language_Workbench/org.naomod.tblf.petrinet/model/petrinet.ecore                                                                                                            , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/atlanmod/model-consistency/consistency-examples/graph-model/src/main/old/graph.ecore                                                                                                                            , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/atlanmod/modisco/modisco-models/org.eclipse.gmt.modisco.java.classiceobject/src/main/resources/model/java.ecore                                                                                                 , true , false   , false  ," ""generate: timeout after 120s: /arachne/target/debug/arachne generate modelset/raw-data/repo-ecore-all/data/atlanmod/modisco/modisco-models/org.eclipse.gmt.modisco.java.classiceobject/src/main/resources/model/java.ecore -o /var/folders/24/3kt9vzrj6qzd_r760kn9ybsm0000gn/T/arachne-modelset-_xj1ix3e/generated-00362 -p modelset-00362-5eee4b4c"
                                                                                                                                                                                                                                                                                                               [INFO  arachne] Starting code generation,,,,
                                                                                                                                                                                                                                                                                                               [INFO  arachne_codegen] Validating configuration,,,,
"                                                                                                                                                                                                                                                                                                               [INFO  arachne_codegen] Parsing ecore metamodel: """"modelset/raw-data/repo-ecore-all/data/atlanmod/modisco/modisco-models/org.eclipse.gmt.modisco.java.classiceobject/src/main/resources/model/java.ecore""""",,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `body` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] `eOpposite` attributes are currently not supported, ignoring,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] `eOpposite` attributes are currently not supported, ignoring,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] `eOpposite` attributes are currently not supported, ignoring,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `method` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] `eOpposite` attributes are currently not supported, ignoring,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] `eOpposite` attributes are currently not supported, ignoring,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `package` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] `eOpposite` attributes are currently not supported, ignoring,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `qualifier` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `type` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] `eOpposite` attributes are currently not supported, ignoring,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `type` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `originalFilePath` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `originalFilePath` sets `unique` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `manifest` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `message` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `expression` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `originalCompilationUnit` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `originalClassFile` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `member` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] `eOpposite` attributes are currently not supported, ignoring,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `value` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `default` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `type` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] `eOpposite` attributes are currently not supported, ignoring,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] `eOpposite` attributes are currently not supported, ignoring,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `classInstanceCreation` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] `eOpposite` attributes are currently not supported, ignoring,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `array` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `index` sets `ordered` while `upperBound=1`; this has no effect,,,,
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural feature `initializer` sets `ordered` while `upperBound=1`; this has no effect,,,,
